Rank,Player,basic_v2,team,pos,minutes,minutes_per_game,games
357,Jamal Shead,1.7275991742641124,TOR,PG,1852.0,22.6,82.0
358,Karl-Anthony Towns,1.73426255818229,NYK,C,2322.0,31.0,75.0
359,Jaylen Brown,1.742583860928624,BOS,SF,2443.0,34.4,71.0
360,Robert Williams,1.744107940317737,POR,C,1008.0,17.1,59.0
361,Stephen Curry,1.7520995655841993,GSW,PG,1329.0,30.9,43.0
362,Kawhi Leonard,1.760064025308915,LAC,SF,2085.0,32.1,65.0
363,Donovan Clingan,1.7601867004291707,POR,C,2094.0,27.2,77.0
364,Steven Adams,1.7698148889410688,HOU,C,730.0,22.8,32.0
365,Ryan Nembhard,1.777259118454516,DAL,PG,1171.0,19.5,60.0
366,Isaiah Collier,1.8144918332150617,UTA,PG,1517.0,25.7,59.0
367,Josh Giddey,1.8401100051885415,CHI,PG,1731.0,32.1,54.0
368,Moussa Cisse,1.9278081020851772,DAL,C,530.0,13.9,38.0
369,LaMelo Ball,1.930184113731426,CHO,PG,2017.0,28.0,72.0
370,Andre Drummond,1.9557172635857234,PHI,C,1231.0,19.5,63.0
371,T.J. McConnell,1.99626741856366,IND,PG,963.0,17.2,56.0
372,Ja Morant,2.015118814390643,MEM,PG,569.0,28.5,20.0
373,Cade Cunningham,2.150655516798256,DET,PG,2172.0,33.9,64.0
374,Shai Gilgeous-Alexander,2.1724136821852116,OKC,PG,2259.0,33.2,68.0
375,Victor Wembanyama,2.186002853465709,SAS,C,1866.0,29.2,64.0
376,Mitchell Robinson,2.2233946235478266,NYK,C,1175.0,19.6,60.0
377,Luka Dončić,2.366548760389104,LAL,PG,2289.0,35.8,64.0
378,Giannis Antetokounmpo,2.5365105462575426,MIL,PF,1039.0,28.9,36.0
379,Nikola Jokić,2.8669204276694593,DEN,C,2265.0,34.8,65.0
